stabu,tabutime,ta47.txt,244,0,1153855083,1956,6,0
stabu,tabutime,ta47.txt,244,0,1153855083,1953,6,0
stabu,tabutime,ta47.txt,244,0,1153855083,1952,18,1
stabu,tabutime,ta47.txt,244,0,1153855083,1949,30,2
stabu,tabutime,ta47.txt,244,0,1153855083,1948,30,2
stabu,tabutime,ta47.txt,244,0,1153855083,1946,30,2
stabu,tabutime,ta47.txt,244,0,1153855083,1945,30,2
stabu,tabutime,ta47.txt,244,0,1153855083,1943,30,2
stabu,tabutime,ta47.txt,244,0,1153855083,1942,40,2
stabu,tabutime,ta47.txt,244,0,1153855083,1941,40,2
stabu,tabutime,ta47.txt,244,0,1153855083,1940,40,2
stabu,tabutime,ta47.txt,244,0,1153855083,1939,40,2
stabu,tabutime,ta47.txt,244,0,1153855083,1938,40,2
stabu,tabutime,ta47.txt,244,0,1153855083,1937,40,2
stabu,tabutime,ta47.txt,244,0,1153855083,1936,40,2
stabu,tabutime,ta47.txt,244,0,1153855083,1935,53,3
stabu,tabutime,ta47.txt,244,0,1153855083,1934,53,3
stabu,tabutime,ta47.txt,244,0,1153855083,1933,53,3
stabu,tabutime,ta47.txt,244,0,1153855083,1931,56,3
stabu,tabutime,ta47.txt,244,0,1153855083,1928,56,3
stabu,tabutime,ta47.txt,244,0,1153855083,1927,56,3
stabu,tabutime,ta47.txt,244,0,1153855083,1926,56,3
stabu,tabutime,ta47.txt,244,0,1153855083,1925,168,10
stabu,tabutime,ta47.txt,244,0,1153855083,1924,274,17
stabu,tabutime,ta47.txt,244,0,1153855083,1922,274,17
stabu,tabutime,ta47.txt,244,0,1153855083,1921,275,17
stabu,tabutime,ta47.txt,244,0,1153855083,1920,1395,88
stabu,tabutime,ta47.txt,244,0,1153855083,1917,1572,100
stabu,tabutime,ta47.txt,244,0,1153855083,1916,1640,104
stabu,tabutime,ta47.txt,244,0,1153855083,1915,1640,104
stabu,tabutime,ta47.txt,244,0,1153855083,1914,1640,104
stabu,tabutime,ta47.txt,244,0,1153855083,1913,1640,104
stabu,tabutime,ta47.txt,244,0,1153855083,1912,1640,104
stabu,tabutime,ta47.txt,244,0,1153855083,1911,1640,104
stabu,tabutime,ta47.txt,244,0,1153855083,1911,1801,114
