gta,gtacurve,ta40.txt,284,0,2797196523,1716,6,0
gta,gtacurve,ta40.txt,284,0,2797196523,1715,6,0
gta,gtacurve,ta40.txt,284,0,2797196523,1714,6,0
gta,gtacurve,ta40.txt,284,0,2797196523,1712,6,0
gta,gtacurve,ta40.txt,284,0,2797196523,1711,6,0
gta,gtacurve,ta40.txt,284,0,2797196523,1710,6,0
gta,gtacurve,ta40.txt,284,0,2797196523,1709,6,0
gta,gtacurve,ta40.txt,284,0,2797196523,1708,9,0
gta,gtacurve,ta40.txt,284,0,2797196523,1707,9,0
gta,gtacurve,ta40.txt,284,0,2797196523,1706,10,0
gta,gtacurve,ta40.txt,284,0,2797196523,1705,11,0
gta,gtacurve,ta40.txt,284,0,2797196523,1703,14,1
gta,gtacurve,ta40.txt,284,0,2797196523,1702,14,1
gta,gtacurve,ta40.txt,284,0,2797196523,1701,14,1
gta,gtacurve,ta40.txt,284,0,2797196523,1700,14,1
gta,gtacurve,ta40.txt,284,0,2797196523,1699,14,1
gta,gtacurve,ta40.txt,284,0,2797196523,1698,16,1
gta,gtacurve,ta40.txt,284,0,2797196523,1697,20,1
gta,gtacurve,ta40.txt,284,0,2797196523,1696,20,1
gta,gtacurve,ta40.txt,284,0,2797196523,1695,20,1
gta,gtacurve,ta40.txt,284,0,2797196523,1694,78,6
gta,gtacurve,ta40.txt,284,0,2797196523,1693,78,6
gta,gtacurve,ta40.txt,284,0,2797196523,1692,78,6
gta,gtacurve,ta40.txt,284,0,2797196523,1691,78,6
gta,gtacurve,ta40.txt,284,0,2797196523,1690,395,30
gta,gtacurve,ta40.txt,284,0,2797196523,1689,395,30
gta,gtacurve,ta40.txt,284,0,2797196523,1688,395,30
gta,gtacurve,ta40.txt,284,0,2797196523,1687,1981,150
gta,gtacurve,ta40.txt,284,0,2797196523,1686,1981,150
gta,gtacurve,ta40.txt,284,0,2797196523,1685,1981,150
gta,gtacurve,ta40.txt,284,0,2797196523,1684,1981,150
gta,gtacurve,ta40.txt,284,0,2797196523,1682,2010,152
gta,gtacurve,ta40.txt,284,0,2797196523,1681,2139,162
gta,gtacurve,ta40.txt,284,0,2797196523,1680,2243,169
gta,gtacurve,ta40.txt,284,0,2797196523,1679,2247,169
gta,gtacurve,ta40.txt,284,0,2797196523,1679,2715,200
