stabu,tabu0,ta48.txt,148,0,1826491816,1997,6,0
stabu,tabu0,ta48.txt,148,0,1826491816,1995,6,0
stabu,tabu0,ta48.txt,148,0,1826491816,1994,6,0
stabu,tabu0,ta48.txt,148,0,1826491816,1993,6,0
stabu,tabu0,ta48.txt,148,0,1826491816,1991,6,0
stabu,tabu0,ta48.txt,148,0,1826491816,1990,14,1
stabu,tabu0,ta48.txt,148,0,1826491816,1989,14,1
stabu,tabu0,ta48.txt,148,0,1826491816,1988,17,1
stabu,tabu0,ta48.txt,148,0,1826491816,1987,17,1
stabu,tabu0,ta48.txt,148,0,1826491816,1986,19,1
stabu,tabu0,ta48.txt,148,0,1826491816,1985,20,2
stabu,tabu0,ta48.txt,148,0,1826491816,1984,20,2
stabu,tabu0,ta48.txt,148,0,1826491816,1982,20,2
stabu,tabu0,ta48.txt,148,0,1826491816,1979,20,2
stabu,tabu0,ta48.txt,148,0,1826491816,1978,81,8
stabu,tabu0,ta48.txt,148,0,1826491816,1977,81,8
stabu,tabu0,ta48.txt,148,0,1826491816,1976,81,8
stabu,tabu0,ta48.txt,148,0,1826491816,1975,81,8
stabu,tabu0,ta48.txt,148,0,1826491816,1973,81,8
stabu,tabu0,ta48.txt,148,0,1826491816,1971,81,8
stabu,tabu0,ta48.txt,148,0,1826491816,1970,125,12
stabu,tabu0,ta48.txt,148,0,1826491816,1969,125,12
stabu,tabu0,ta48.txt,148,0,1826491816,1967,125,12
stabu,tabu0,ta48.txt,148,0,1826491816,1966,1065,109
stabu,tabu0,ta48.txt,148,0,1826491816,1965,1065,109
stabu,tabu0,ta48.txt,148,0,1826491816,1964,1425,146
stabu,tabu0,ta48.txt,148,0,1826491816,1964,1945,200
