stabu,tabu0,ta37.txt,133,0,1663949283,1817,6,0
stabu,tabu0,ta37.txt,133,0,1663949283,1816,16,1
stabu,tabu0,ta37.txt,133,0,1663949283,1815,16,1
stabu,tabu0,ta37.txt,133,0,1663949283,1814,16,1
stabu,tabu0,ta37.txt,133,0,1663949283,1813,17,1
stabu,tabu0,ta37.txt,133,0,1663949283,1812,17,1
stabu,tabu0,ta37.txt,133,0,1663949283,1810,18,1
stabu,tabu0,ta37.txt,133,0,1663949283,1808,18,1
stabu,tabu0,ta37.txt,133,0,1663949283,1807,18,1
stabu,tabu0,ta37.txt,133,0,1663949283,1806,18,1
stabu,tabu0,ta37.txt,133,0,1663949283,1805,18,1
stabu,tabu0,ta37.txt,133,0,1663949283,1803,18,1
stabu,tabu0,ta37.txt,133,0,1663949283,1802,20,1
stabu,tabu0,ta37.txt,133,0,1663949283,1801,20,1
stabu,tabu0,ta37.txt,133,0,1663949283,1799,20,1
stabu,tabu0,ta37.txt,133,0,1663949283,1795,20,1
stabu,tabu0,ta37.txt,133,0,1663949283,1794,20,1
stabu,tabu0,ta37.txt,133,0,1663949283,1793,21,1
stabu,tabu0,ta37.txt,133,0,1663949283,1792,21,1
stabu,tabu0,ta37.txt,133,0,1663949283,1790,43,3
stabu,tabu0,ta37.txt,133,0,1663949283,1787,43,3
stabu,tabu0,ta37.txt,133,0,1663949283,1786,1246,97
stabu,tabu0,ta37.txt,133,0,1663949283,1784,1983,155
stabu,tabu0,ta37.txt,133,0,1663949283,1784,2549,200
